"GEO","TIME","AGE","SEX","NACE_R2","UNIT","Value"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Manufacture of leather and related products","Thousand","253.8"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Thousand","182.2"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Manufacture of paper and paper products","Thousand","171.4"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Printing and reproduction of recorded media","Thousand","270.4"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Manufacture of coke and refined petroleum products","Thousand","36.2"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Manufacture of chemicals and chemical products","Thousand","355.9"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Manufacture of basic pharmaceutical products and pharmaceutical preparations","Thousand","387.3"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Manufacture of rubber and plastic products","Thousand","414.5"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Manufacture of other non-metallic mineral products","Thousand","278.3"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Manufacture of basic metals","Thousand","158.0"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Manufacture of fabricated metal products, except machinery and equipment","Thousand","547.6"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Manufacture of computer, electronic and optical products","Thousand","533.1"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Manufacture of electrical equipment","Thousand","444.0"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Manufacture of machinery and equipment n.e.c.","Thousand","554.6"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Manufacture of motor vehicles, trailers and semi-trailers","Thousand","675.5"
"European Union - 28 countries","2013Q2","From 15 to 64 years","Females","Manufacture of other transport equipment","Thousand","159.5"
